POLICY,POLICY,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER ME,INSURER NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,34,days,34,days,75,79,407.24,814.47,814.47,326.38,652.76,652.76,275.04,550.08,550.08,208.95,417.9,417.9,200.42,400.84,400.84,235.89,471.77,471.77
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,35,days,35,days,75,79,415.77,831.53,831.53,336.77,673.53,673.53,281.44,562.88,562.88,213.22,426.44,426.44,202.55,405.1,405.1,238.39,476.78,476.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,36,days,42,days,75,79,494.66,989.31,989.31,419.93,839.85,839.85,353.94,707.87,707.87,279.31,558.62,558.62,268.65,537.3,537.3,316.19,632.38,632.38
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,43,days,49,days,75,79,543.7,1087.39,1087.39,457.34,914.68,914.68,400.85,801.69,801.69,304.9,609.8,609.8,298.5,597,597,351.32,702.64,702.64
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,50,days,56,days,75,79,622.59,1245.17,1245.17,505.16,1010.31,1010.31,430.69,861.37,861.37,336.88,673.76,673.76,324.09,648.18,648.18,381.44,762.88,762.88
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,57,days,63,days,75,79,656.7,1313.39,1313.39,534.26,1068.52,1068.52,469.07,938.13,938.13,373.13,746.25,746.25,360.34,720.67,720.67,424.1,848.21,848.21
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,64,days,70,days,75,79,718.53,1437.07,1437.07,582.07,1164.13,1164.13,511.72,1023.43,1023.43,396.58,793.15,793.15,377.39,754.77,754.77,444.17,888.34,888.34
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,71,days,77,days,75,79,791.02,1582.05,1582.05,600.78,1201.57,1201.57,565.02,1130.03,1130.03,437.09,874.17,874.17,420.03,840.05,840.05,494.36,988.71,988.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,78,days,84,days,75,79,803.82,1607.65,1607.65,613.25,1226.5,1226.5,577.81,1155.61,1155.61,469.07,938.13,938.13,449.89,899.77,899.77,529.5,1059,1059
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,85,days,91,days,75,79,810.21,1620.43,1620.43,619.5,1239,1239,584.21,1168.41,1168.41,486.13,972.25,972.25,462.68,925.35,925.35,544.55,1089.11,1089.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,92,days,120,days,75,79,976.51,1953.03,1953.03,748.37,1496.75,1496.75,705.74,1411.49,1411.49,550.1,1100.19,1100.19,528.78,1057.55,1057.55,622.35,1244.7,1244.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,121,days,150,days,75,79,1138.56,2277.12,2277.12,868.95,1737.9,1737.9,810.21,1620.43,1620.43,639.65,1279.29,1279.29,614.06,1228.11,1228.11,722.72,1445.44,1445.44
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,151,days,180,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,181,days,210,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,211,days,240,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,241,days,270,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,271,days,300,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,301,days,330,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,331,days,366,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,1,days,3,days,18,59,34.78,69.57,69.57,31.01,62.01,62.01,27.84,55.68,55.68,25.84,51.68,51.68,25.84,51.68,51.68,30.41,60.83,60.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,4,days,4,days,18,59,47.71,95.43,95.43,40.71,81.42,81.42,36.78,73.56,73.56,34.78,69.57,69.57,34.78,69.57,69.57,40.94,81.88,81.88
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,5,days,5,days,18,59,59.65,119.3,119.3,50.4,100.79,100.79,45.71,91.43,91.43,44.73,89.46,89.46,37.78,75.55,75.55,44.46,88.92,88.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,6,days,6,days,18,59,68.59,137.18,137.18,60.09,120.18,120.18,51.68,103.36,103.36,47.71,95.43,95.43,38.77,77.54,77.54,45.63,91.27,91.27
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,7,days,7,days,18,59,77.52,155.05,155.05,66.88,133.77,133.77,59.65,119.3,119.3,50.69,101.37,101.37,41.75,83.49,83.49,49.13,98.27,98.27
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,8,days,8,days,18,59,82.5,164.99,164.99,69.78,139.55,139.55,61.62,123.24,123.24,51.68,103.36,103.36,42.74,85.48,85.48,50.3,100.61,100.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,9,days,9,days,18,59,77.52,155.05,155.05,74.63,149.26,149.26,64.61,129.23,129.23,53.68,107.36,107.36,44.73,89.46,89.46,52.64,105.29,105.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,10,days,10,days,18,59,81.51,163.02,163.02,77.52,155.05,155.05,67.59,135.17,135.17,54.68,109.35,109.35,45.71,91.43,91.43,53.8,107.61,107.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,11,days,11,days,18,59,85.49,170.98,170.98,80.44,160.87,160.87,70.58,141.16,141.16,56.66,113.31,113.31,46.72,93.44,93.44,54.99,109.97,109.97
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,12,days,12,days,18,59,90.45,180.91,180.91,85.28,170.56,170.56,73.55,147.11,147.11,57.65,115.3,115.3,48.71,97.42,97.42,57.33,114.66,114.66
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,13,days,13,days,18,59,95.43,190.85,190.85,88.19,176.39,176.39,74.55,149.1,149.1,59.65,119.3,119.3,49.71,99.43,99.43,58.51,117.02,117.02
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,14,days,14,days,18,59,99.4,198.79,198.79,92.06,184.12,184.12,77.52,155.05,155.05,61.62,123.24,123.24,50.69,101.37,101.37,59.66,119.31,119.31
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,15,days,15,days,18,59,102.38,204.76,204.76,94,188,188,81.51,163.02,163.02,62.62,125.25,125.25,52.69,105.37,105.37,62.01,124.02,124.02
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,16,days,16,days,18,59,104.37,208.74,208.74,96.91,193.83,193.83,82.5,164.99,164.99,64.61,129.23,129.23,61.62,123.24,123.24,72.52,145.05,145.05
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,17,days,17,days,18,59,108.34,216.67,216.67,99.83,199.65,199.65,85.49,170.98,170.98,65.61,131.21,131.21,62.62,125.25,125.25,73.71,147.41,147.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,18,days,18,days,18,59,127.24,254.47,254.47,102.73,205.46,205.46,87.46,174.92,174.92,68.59,137.18,137.18,64.61,129.23,129.23,76.05,152.09,152.09
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,19,days,19,days,18,59,130.21,260.42,260.42,104.67,209.34,209.34,90.45,180.91,180.91,70.58,141.16,141.16,65.61,131.21,131.21,77.22,154.43,154.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,20,days,20,days,18,59,133.2,266.41,266.41,107.56,215.13,215.13,91.46,182.92,182.92,71.56,143.11,143.11,67.59,135.17,135.17,79.55,159.09,159.09
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,21,days,21,days,18,59,137.17,274.34,274.34,110.49,220.97,220.97,94.43,188.86,188.86,73.55,147.11,147.11,68.59,137.18,137.18,80.73,161.46,161.46
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,22,days,22,days,18,59,141.14,282.28,282.28,113.39,226.78,226.78,96.42,192.84,192.84,74.55,149.1,149.1,70.58,141.16,141.16,83.07,166.14,166.14
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,23,days,23,days,18,59,144.12,288.25,288.25,116.3,232.61,232.61,99.4,198.79,198.79,76.53,153.06,153.06,71.56,143.11,143.11,84.22,168.44,168.44
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,24,days,24,days,18,59,148.11,296.23,296.23,119.2,238.4,238.4,101.39,202.79,202.79,77.52,155.05,155.05,73.55,147.11,147.11,86.57,173.14,173.14
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,25,days,25,days,18,59,151.08,302.15,302.15,122.11,244.22,244.22,104.37,208.74,208.74,79.52,159.04,159.04,74.55,149.1,149.1,87.74,175.48,175.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,26,days,26,days,18,59,154.07,308.14,308.14,125.02,250.03,250.03,105.36,210.73,210.73,81.51,163.02,163.02,77.52,155.05,155.05,91.24,182.48,182.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,27,days,27,days,18,59,157.05,314.09,314.09,127.93,255.86,255.86,108.34,216.67,216.67,82.5,164.99,164.99,79.52,159.04,159.04,93.59,187.19,187.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,28,days,28,days,18,59,162.02,324.04,324.04,130.83,261.67,261.67,110.34,220.67,220.67,84.5,168.99,168.99,81.51,163.02,163.02,95.94,191.87,191.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,29,days,29,days,18,59,166.98,333.96,333.96,133.74,267.47,267.47,113.32,226.64,226.64,85.49,170.98,170.98,82.5,164.99,164.99,97.1,194.19,194.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,30,days,30,days,18,59,170.97,341.94,341.94,138.59,277.18,277.18,116.3,232.61,232.61,88.46,176.93,176.93,85.49,170.98,170.98,100.62,201.24,201.24
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,31,days,31,days,18,59,175.93,351.87,351.87,141.49,282.99,282.99,119.27,238.54,238.54,90.45,180.91,180.91,87.46,174.92,174.92,102.94,205.87,205.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,32,days,32,days,18,59,180.91,361.81,361.81,146.35,292.69,292.69,122.26,244.53,244.53,93.43,186.85,186.85,88.46,176.93,176.93,104.12,208.24,208.24
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,33,days,33,days,18,59,184.89,369.77,369.77,149.24,298.48,298.48,125.24,250.47,250.47,94.43,188.86,188.86,91.46,182.92,182.92,107.64,215.29,215.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,34,days,34,days,18,59,189.86,379.72,379.72,152.15,304.3,304.3,128.22,256.44,256.44,97.42,194.83,194.83,93.43,186.85,186.85,109.96,219.92,219.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,35,days,35,days,18,59,193.83,387.66,387.66,157,313.99,313.99,131.2,262.41,262.41,99.4,198.79,198.79,94.43,188.86,188.86,111.14,222.29,222.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,36,days,42,days,18,59,230.6,461.2,461.2,195.77,391.53,391.53,165,330.01,330.01,130.21,260.42,260.42,125.24,250.47,250.47,147.4,294.8,294.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,43,days,49,days,18,59,253.48,506.95,506.95,213.21,426.42,426.42,186.88,373.75,373.75,142.15,284.29,284.29,139.16,278.32,278.32,163.79,327.58,327.58
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,50,days,56,days,18,59,290.25,580.5,580.5,235.5,471.01,471.01,200.79,401.58,401.58,157.05,314.09,314.09,151.08,302.15,302.15,177.81,355.63,355.63
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,57,days,63,days,18,59,306.14,612.29,612.29,249.07,498.13,498.13,218.68,437.37,437.37,173.95,347.91,347.91,167.99,335.97,335.97,197.71,395.43,395.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,64,days,70,days,18,59,334.97,669.94,669.94,271.36,542.72,542.72,238.56,477.11,477.11,184.89,369.77,369.77,175.93,351.87,351.87,207.07,414.14,414.14
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,71,days,77,days,18,59,368.78,737.55,737.55,280.08,560.16,560.16,263.41,526.83,526.83,203.76,407.53,407.53,195.83,391.65,391.65,230.48,460.96,460.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,78,days,84,days,18,59,374.73,749.47,749.47,285.9,571.8,571.8,269.38,538.76,538.76,218.68,437.37,437.37,209.73,419.46,419.46,246.85,493.69,493.69
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,85,days,91,days,18,59,377.71,755.42,755.42,288.8,577.6,577.6,272.35,544.69,544.69,226.63,453.26,453.26,215.7,431.4,431.4,253.87,507.74,507.74
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,92,days,120,days,18,59,455.25,910.5,910.5,348.88,697.77,697.77,329.01,658.02,658.02,256.44,512.88,512.88,246.5,493.01,493.01,290.13,580.25,580.25
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,121,days,150,days,18,59,530.8,1061.59,1061.59,405.11,810.21,810.21,377.71,755.42,755.42,298.19,596.37,596.37,286.27,572.54,572.54,336.93,673.86,673.86
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,151,days,180,days,18,59,610.3,1220.6,1220.6,465.19,930.38,930.38,434.37,868.75,868.75,330,659.99,659.99,329.01,658.02,658.02,387.23,774.47,774.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,181,days,210,days,18,59,692.82,1385.65,1385.65,529.15,1058.3,1058.3,497,993.99,993.99,392.63,785.26,785.26,374.73,749.47,749.47,441.05,882.1,882.1
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,211,days,240,days,18,59,763.37,1526.75,1526.75,581.49,1162.99,1162.99,545.7,1091.39,1091.39,432.38,864.77,864.77,414.49,828.98,828.98,487.84,975.68,975.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,241,days,270,days,18,59,839.92,1679.85,1679.85,639.64,1279.27,1279.27,599.37,1198.73,1198.73,477.12,954.25,954.25,452.27,904.54,904.54,532.3,1064.6,1064.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,271,days,300,days,18,59,911.49,1822.98,1822.98,694.86,1389.73,1389.73,644.11,1288.21,1288.21,513.9,1027.79,1027.79,489.05,978.1,978.1,575.59,1151.19,1151.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,301,days,330,days,18,59,982.06,1964.12,1964.12,748.17,1496.35,1496.35,693.8,1387.6,1387.6,556.64,1113.27,1113.27,530.8,1061.59,1061.59,624.73,1249.45,1249.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,331,days,366,days,18,59,1036.72,2073.45,2073.45,792.75,1585.5,1585.5,732.57,1465.14,1465.14,588.45,1176.89,1176.89,562.58,1125.17,1125.17,662.14,1324.28,1324.28
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,1,days,3,days,60,69,40.01,80.01,80.01,35.67,71.33,71.33,32,64,64,29.72,59.44,59.44,29.72,59.44,59.44,34.98,69.96,69.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,4,days,4,days,60,69,54.88,109.75,109.75,46.81,93.62,93.62,42.3,84.6,84.6,40.01,80.01,80.01,40.01,80.01,80.01,47.09,94.17,94.17
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,5,days,5,days,60,69,68.59,137.18,137.18,57.95,115.9,115.9,52.59,105.17,105.17,51.44,102.88,102.88,43.44,86.89,86.89,51.13,102.26,102.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,6,days,6,days,60,69,78.88,157.76,157.76,69.09,138.19,138.19,59.44,118.88,118.88,54.88,109.75,109.75,44.58,89.16,89.16,52.47,104.94,104.94
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,7,days,7,days,60,69,89.16,178.32,178.32,76.89,153.78,153.78,68.59,137.18,137.18,58.29,116.59,116.59,48,96.01,96.01,56.5,113,113
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,8,days,8,days,60,69,94.87,189.75,189.75,80.26,160.51,160.51,70.87,141.74,141.74,59.44,118.88,118.88,49.15,98.3,98.3,57.85,115.7,115.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,9,days,9,days,60,69,89.16,178.32,178.32,85.82,171.64,171.64,74.3,148.6,148.6,61.72,123.44,123.44,51.44,102.88,102.88,60.54,121.09,121.09
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,10,days,10,days,60,69,93.74,187.48,187.48,89.16,178.32,178.32,77.73,155.47,155.47,62.87,125.75,125.75,52.59,105.17,105.17,61.89,123.78,123.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,11,days,11,days,60,69,98.3,196.6,196.6,92.5,185.01,185.01,81.15,162.3,162.3,65.16,130.31,130.31,53.72,107.44,107.44,63.23,126.46,126.46
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,12,days,12,days,60,69,104.03,208.05,208.05,98.08,196.16,196.16,84.59,169.17,169.17,66.3,132.6,132.6,56,112,112,65.91,131.83,131.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,13,days,13,days,60,69,109.73,219.47,219.47,101.41,202.83,202.83,85.73,171.46,171.46,68.59,137.18,137.18,57.15,114.3,114.3,67.26,134.52,134.52
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,14,days,14,days,60,69,114.31,228.61,228.61,105.88,211.75,211.75,89.16,178.32,178.32,70.87,141.74,141.74,58.29,116.59,116.59,68.61,137.22,137.22
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,15,days,15,days,60,69,117.74,235.48,235.48,108.11,216.21,216.21,93.74,187.48,187.48,72.02,144.03,144.03,60.58,121.17,121.17,71.3,142.61,142.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,16,days,16,days,60,69,120.02,240.04,240.04,111.45,222.9,222.9,94.87,189.75,189.75,74.3,148.6,148.6,70.87,141.74,141.74,83.41,166.83,166.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,17,days,17,days,60,69,124.59,249.19,249.19,114.79,229.58,229.58,98.3,196.6,196.6,75.44,150.89,150.89,72.02,144.03,144.03,84.76,169.52,169.52
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,18,days,18,days,60,69,146.31,292.61,292.61,118.14,236.29,236.29,100.59,201.18,201.18,78.88,157.76,157.76,74.3,148.6,148.6,87.45,174.89,174.89
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,19,days,19,days,60,69,149.74,299.48,299.48,120.36,240.73,240.73,104.03,208.05,208.05,81.15,162.3,162.3,75.44,150.89,150.89,88.79,177.59,177.59
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,20,days,20,days,60,69,153.18,306.35,306.35,123.71,247.42,247.42,105.17,210.34,210.34,82.3,164.59,164.59,77.73,155.47,155.47,91.49,182.98,182.98
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,21,days,21,days,60,69,157.74,315.48,315.48,127.05,254.11,254.11,108.59,217.18,217.18,84.59,169.17,169.17,78.88,157.76,157.76,92.84,185.68,185.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,22,days,22,days,60,69,162.32,324.64,324.64,130.4,260.8,260.8,110.87,221.74,221.74,85.73,171.46,171.46,81.15,162.3,162.3,95.51,191.02,191.02
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,23,days,23,days,60,69,165.75,331.49,331.49,133.74,267.47,267.47,114.31,228.61,228.61,88.02,176.04,176.04,82.3,164.59,164.59,96.86,193.72,193.72
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,24,days,24,days,60,69,170.32,340.64,340.64,137.07,274.14,274.14,116.6,233.19,233.19,89.16,178.32,178.32,84.59,169.17,169.17,99.55,199.11,199.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,25,days,25,days,60,69,173.74,347.49,347.49,140.44,280.88,280.88,120.02,240.04,240.04,91.46,182.92,182.92,85.73,171.46,171.46,100.9,201.81,201.81
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,26,days,26,days,60,69,177.18,354.36,354.36,143.77,287.55,287.55,121.17,242.33,242.33,93.74,187.48,187.48,89.16,178.32,178.32,104.94,209.87,209.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,27,days,27,days,60,69,180.62,361.23,361.23,147.11,294.22,294.22,124.59,249.19,249.19,94.87,189.75,189.75,91.46,182.92,182.92,107.64,215.29,215.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,28,days,28,days,60,69,186.32,372.65,372.65,150.45,300.91,300.91,126.88,253.77,253.77,97.15,194.31,194.31,93.74,187.48,187.48,110.33,220.65,220.65
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,29,days,29,days,60,69,192.05,384.1,384.1,153.81,307.62,307.62,130.3,260.6,260.6,98.3,196.6,196.6,94.87,189.75,189.75,111.66,223.33,223.33
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,30,days,30,days,60,69,196.61,393.22,393.22,159.38,318.75,318.75,133.74,267.47,267.47,101.74,203.47,203.47,98.3,196.6,196.6,115.7,231.39,231.39
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,31,days,31,days,60,69,202.33,404.65,404.65,162.71,325.42,325.42,137.17,274.34,274.34,104.03,208.05,208.05,100.59,201.18,201.18,118.39,236.78,236.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,32,days,32,days,60,69,208.05,416.11,416.11,168.29,336.58,336.58,140.61,281.22,281.22,107.46,214.93,214.93,101.74,203.47,203.47,119.74,239.48,239.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,33,days,33,days,60,69,212.62,425.23,425.23,171.63,343.27,343.27,144.03,288.07,288.07,108.59,217.18,217.18,105.17,210.34,210.34,123.78,247.57,247.57
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,34,days,34,days,60,69,218.33,436.66,436.66,174.97,349.94,349.94,147.46,294.92,294.92,112.02,224.05,224.05,107.46,214.93,214.93,126.48,252.96,252.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive,35,days,35,days,60,69,222.89,445.79,445.79,180.56,361.11,361.11,150.89,301.77,301.77,114.31,228.61,228.61,108.59,217.18,217.18,127.8,255.61,255.61
