POLICY,POLICY,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER ME,INSURER NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,25,days,25,days,70,74,136.98,273.96,273.96,110.71,221.41,221.41,94.62,189.24,189.24,72.09,144.19,144.19,67.58,135.16,135.16,79.54,159.08,159.08
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,26,days,26,days,70,74,139.68,279.35,279.35,113.35,226.69,226.69,95.52,191.05,191.05,73.89,147.79,147.79,70.3,140.59,140.59,82.73,165.47,165.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,27,days,27,days,70,74,142.38,284.76,284.76,115.98,231.95,231.95,98.23,196.45,196.45,74.8,149.6,149.6,72.09,144.19,144.19,84.85,169.71,169.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,28,days,28,days,70,74,146.88,293.77,293.77,118.61,237.22,237.22,100.03,200.05,200.05,76.6,153.2,153.2,73.89,147.79,147.79,86.97,173.94,173.94
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,29,days,29,days,70,74,151.4,302.79,302.79,121.25,242.5,242.5,102.73,205.46,205.46,77.5,155,155,74.8,149.6,149.6,88.03,176.07,176.07
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,30,days,30,days,70,74,154.99,309.99,309.99,125.64,251.29,251.29,105.43,210.87,210.87,80.21,160.41,160.41,77.5,155,155,91.22,182.43,182.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,31,days,31,days,70,74,159.5,319,319,128.28,256.57,256.57,108.14,216.27,216.27,82.01,164.01,164.01,79.3,158.6,158.6,93.33,186.67,186.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,32,days,32,days,70,74,164.01,328.02,328.02,132.68,265.36,265.36,110.84,221.68,221.68,84.71,169.42,169.42,80.21,160.41,160.41,94.4,188.8,188.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,33,days,33,days,70,74,167.61,335.22,335.22,135.31,270.62,270.62,113.54,227.09,227.09,85.61,171.23,171.23,82.91,165.82,165.82,97.58,195.16,195.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,34,days,34,days,70,74,172.12,344.24,344.24,137.95,275.9,275.9,116.25,232.5,232.5,88.32,176.63,176.63,84.71,169.42,169.42,99.7,199.4,199.4
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,35,days,35,days,70,74,175.73,351.46,351.46,142.34,284.67,284.67,118.95,237.9,237.9,90.12,180.23,180.23,85.61,171.23,171.23,100.76,201.53,201.53
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,36,days,42,days,70,74,209.07,418.14,418.14,177.49,354.98,354.98,149.59,299.17,299.17,118.06,236.11,236.11,113.54,227.09,227.09,133.64,267.28,267.28
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,43,days,49,days,70,74,229.79,459.59,459.59,193.3,386.6,386.6,169.42,338.83,338.83,128.87,257.74,257.74,126.16,252.32,252.32,148.48,296.97,296.97
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,50,days,56,days,70,74,263.14,526.28,526.28,213.51,427.02,427.02,182.03,364.06,364.06,142.38,284.76,284.76,136.98,273.96,273.96,161.22,322.45,322.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,57,days,63,days,70,74,277.55,555.11,555.11,225.81,451.63,451.63,198.25,396.51,396.51,157.7,315.4,315.4,152.29,304.58,304.58,179.24,358.48,358.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,64,days,70,days,70,74,303.7,607.39,607.39,246.02,492.05,492.05,216.27,432.55,432.55,167.61,335.22,335.22,159.5,319,319,187.72,375.45,375.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,71,days,77,days,70,74,334.32,668.65,668.65,253.93,507.85,507.85,238.81,477.62,477.62,184.74,369.49,369.49,177.53,355.06,355.06,208.94,417.89,417.89
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,78,days,84,days,70,74,339.73,679.46,679.46,259.2,518.4,518.4,244.22,488.43,488.43,198.25,396.51,396.51,190.15,380.3,380.3,223.8,447.6,447.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,85,days,91,days,70,74,342.44,684.89,684.89,261.83,523.66,523.66,246.92,493.84,493.84,205.46,410.92,410.92,195.56,391.12,391.12,230.17,460.33,460.33
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,92,days,120,days,70,74,412.74,825.48,825.48,316.31,632.62,632.62,298.29,596.58,596.58,232.51,465.01,465.01,223.49,446.98,446.98,263.04,526.08,526.08
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,121,days,150,days,70,74,481.22,962.45,962.45,367.26,734.53,734.53,342.44,684.89,684.89,270.35,540.7,540.7,259.53,519.07,519.07,305.46,610.92,610.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,151,days,180,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,181,days,210,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,211,days,240,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,241,days,270,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,271,days,300,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,301,days,330,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,331,days,366,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,1,days,3,days,75,79,62.12,124.24,124.24,55.38,110.77,110.77,49.71,99.41,99.41,46.15,92.3,92.3,46.15,92.3,92.3,54.32,108.64,108.64
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,4,days,4,days,75,79,85.2,170.39,170.39,72.69,145.38,145.38,65.67,131.35,131.35,62.12,124.24,124.24,62.12,124.24,124.24,73.11,146.23,146.23
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,5,days,5,days,75,79,106.5,213,213,89.99,179.98,179.98,81.65,163.3,163.3,79.87,159.74,159.74,67.46,134.91,134.91,79.39,158.79,158.79
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,6,days,6,days,75,79,122.47,244.94,244.94,107.31,214.61,214.61,92.3,184.61,184.61,85.2,170.39,170.39,69.23,138.46,138.46,81.48,162.96,162.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,7,days,7,days,75,79,138.45,276.89,276.89,119.41,238.83,238.83,106.5,213,213,90.52,181.05,181.05,74.55,149.09,149.09,87.74,175.47,175.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,8,days,8,days,75,79,147.33,294.65,294.65,124.6,249.21,249.21,110.05,220.11,220.11,92.3,184.61,184.61,76.32,152.63,152.63,89.82,179.65,179.65
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,9,days,9,days,75,79,138.45,276.89,276.89,133.26,266.51,266.51,115.38,230.76,230.76,95.86,191.72,191.72,79.87,159.74,159.74,94.01,188.01,188.01
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,10,days,10,days,75,79,145.55,291.09,291.09,138.45,276.89,276.89,120.7,241.39,241.39,97.63,195.26,195.26,81.65,163.3,163.3,96.1,192.2,192.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,11,days,11,days,75,79,152.65,305.31,305.31,143.65,287.29,287.29,126.02,252.05,252.05,101.18,202.37,202.37,83.42,166.85,166.85,98.19,196.38,196.38
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,12,days,12,days,75,79,161.53,323.06,323.06,152.29,304.58,304.58,131.35,262.7,262.7,102.95,205.89,205.89,86.98,173.96,173.96,102.37,204.74,204.74
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,13,days,13,days,75,79,170.4,340.81,340.81,157.49,314.98,314.98,133.13,266.26,266.26,106.5,213,213,88.75,177.5,177.5,104.46,208.91,208.91
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,14,days,14,days,75,79,177.5,355,355,164.41,328.82,328.82,138.45,276.89,276.89,110.05,220.11,220.11,90.52,181.05,181.05,106.54,213.08,213.08
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,15,days,15,days,75,79,182.82,365.64,365.64,167.87,335.74,335.74,145.55,291.09,291.09,111.83,223.65,223.65,94.08,188.15,188.15,110.72,221.45,221.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,16,days,16,days,75,79,186.37,372.74,372.74,173.06,346.12,346.12,147.33,294.65,294.65,115.38,230.76,230.76,110.05,220.11,220.11,129.53,259.06,259.06
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,17,days,17,days,75,79,193.48,386.96,386.96,178.26,356.52,356.52,152.65,305.31,305.31,117.15,234.31,234.31,111.83,223.65,223.65,131.62,263.23,263.23
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,18,days,18,days,75,79,227.21,454.41,454.41,183.44,366.88,366.88,156.21,312.41,312.41,122.47,244.94,244.94,115.38,230.76,230.76,135.8,271.6,271.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,19,days,19,days,75,79,232.52,465.05,465.05,186.91,373.81,373.81,161.53,323.06,323.06,126.02,252.05,252.05,117.15,234.31,234.31,137.88,275.77,275.77
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,20,days,20,days,75,79,237.85,475.7,475.7,192.1,384.21,384.21,163.3,326.61,326.61,127.8,255.61,255.61,120.7,241.39,241.39,142.06,284.11,284.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,21,days,21,days,75,79,244.95,489.9,489.9,197.29,394.59,394.59,168.62,337.24,337.24,131.35,262.7,262.7,122.47,244.94,244.94,144.14,288.28,288.28
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,22,days,22,days,75,79,252.05,504.09,504.09,202.48,404.95,404.95,172.18,344.35,344.35,133.13,266.26,266.26,126.02,252.05,252.05,148.32,296.65,296.65
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,23,days,23,days,75,79,257.37,514.74,514.74,207.68,415.35,415.35,177.5,355,355,136.68,273.35,273.35,127.8,255.61,255.61,150.42,300.84,300.84
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,24,days,24,days,75,79,264.48,528.96,528.96,212.87,425.73,425.73,181.05,362.11,362.11,138.45,276.89,276.89,131.35,262.7,262.7,154.59,309.19,309.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,25,days,25,days,75,79,269.81,539.61,539.61,218.07,436.13,436.13,186.37,372.74,372.74,142,284,284,133.13,266.26,266.26,156.69,313.38,313.38
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,26,days,26,days,75,79,275.13,550.26,550.26,223.25,446.49,446.49,188.15,376.31,376.31,145.55,291.09,291.09,138.45,276.89,276.89,162.95,325.89,325.89
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,27,days,27,days,75,79,280.45,560.9,560.9,228.45,456.89,456.89,193.48,386.96,386.96,147.33,294.65,294.65,142,284,284,167.13,334.26,334.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,28,days,28,days,75,79,289.33,578.66,578.66,233.64,467.27,467.27,197.02,394.05,394.05,150.88,301.76,301.76,145.55,291.09,291.09,171.3,342.6,342.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,29,days,29,days,75,79,298.2,596.4,596.4,238.83,477.65,477.65,202.35,404.7,404.7,152.65,305.31,305.31,147.33,294.65,294.65,173.4,346.8,346.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,30,days,30,days,75,79,305.31,610.61,610.61,247.49,494.98,494.98,207.68,415.35,415.35,157.98,315.96,315.96,152.65,305.31,305.31,179.67,359.33,359.33
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,31,days,31,days,75,79,314.18,628.35,628.35,252.67,505.34,505.34,213,426,426,161.53,323.06,323.06,156.21,312.41,312.41,183.85,367.7,367.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,32,days,32,days,75,79,323.05,646.09,646.09,261.32,522.65,522.65,218.33,436.65,436.65,166.85,333.7,333.7,157.98,315.96,315.96,185.94,371.87,371.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,33,days,33,days,75,79,330.15,660.31,660.31,266.52,533.05,533.05,223.65,447.31,447.31,168.62,337.24,337.24,163.3,326.61,326.61,192.2,384.41,384.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,34,days,34,days,75,79,339.02,678.05,678.05,271.7,543.41,543.41,228.97,457.94,457.94,173.95,347.9,347.9,166.85,333.7,333.7,196.38,392.75,392.75
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,35,days,35,days,75,79,346.13,692.26,692.26,280.36,560.72,560.72,234.3,468.59,468.59,177.5,355,355,168.62,337.24,337.24,198.46,396.92,396.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,36,days,42,days,75,79,411.81,823.61,823.61,349.59,699.17,699.17,294.65,589.31,589.31,232.52,465.05,465.05,223.65,447.31,447.31,263.23,526.46,526.46
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,43,days,49,days,75,79,452.63,905.27,905.27,380.74,761.47,761.47,333.71,667.42,667.42,253.83,507.66,507.66,248.5,497,497,292.48,584.95,584.95
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,50,days,56,days,75,79,518.31,1036.61,1036.61,420.54,841.08,841.08,358.55,717.09,717.09,280.45,560.9,560.9,269.81,539.61,539.61,317.55,635.1,635.1
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,57,days,63,days,75,79,546.7,1093.4,1093.4,444.77,889.55,889.55,390.5,781.01,781.01,310.62,621.25,621.25,299.98,599.96,599.96,353.06,706.13,706.13
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,64,days,70,days,75,79,598.18,1196.36,1196.36,484.57,969.14,969.14,426,852.01,852.01,330.15,660.31,660.31,314.18,628.35,628.35,369.77,739.55,739.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,71,days,77,days,75,79,658.53,1317.05,1317.05,500.15,1000.3,1000.3,470.37,940.75,940.75,363.87,727.75,727.75,349.68,699.35,699.35,411.56,823.11,823.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,78,days,84,days,75,79,669.18,1338.36,1338.36,510.54,1021.08,1021.08,481.03,962.05,962.05,390.5,781.01,781.01,374.52,749.05,749.05,440.8,881.6,881.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,85,days,91,days,75,79,674.5,1348.99,1348.99,515.74,1031.48,1031.48,486.35,972.7,972.7,404.7,809.4,809.4,385.18,770.35,770.35,453.34,906.68,906.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,92,days,120,days,75,79,812.95,1625.9,1625.9,623.03,1246.05,1246.05,587.54,1175.07,1175.07,457.96,915.92,915.92,440.2,880.4,880.4,518.1,1036.2,1036.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,121,days,150,days,75,79,947.85,1895.71,1895.71,723.4,1446.79,1446.79,674.5,1348.99,1348.99,532.5,1065.01,1065.01,511.21,1022.42,1022.42,601.67,1203.35,1203.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,151,days,180,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,181,days,210,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,211,days,240,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,241,days,270,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,271,days,300,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,301,days,330,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver_200_Excess,331,days,366,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,1,days,3,days,18,59,20.66,41.32,41.32,18.42,36.84,36.84,16.54,33.08,33.08,15.35,30.71,30.71,15.35,30.71,30.71,18.07,36.14,36.14
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,4,days,4,days,18,59,28.34,56.68,56.68,24.18,48.36,48.36,21.85,43.69,43.69,20.66,41.32,41.32,20.66,41.32,41.32,24.32,48.64,48.64
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,5,days,5,days,18,59,35.43,70.86,70.86,29.93,59.86,59.86,27.15,54.31,54.31,26.57,53.13,53.13,22.44,44.89,44.89,26.41,52.83,52.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,6,days,6,days,18,59,40.74,81.49,81.49,35.69,71.38,71.38,30.7,61.4,61.4,28.34,56.68,56.68,23.03,46.06,46.06,27.11,54.21,54.21
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,7,days,7,days,18,59,46.05,92.11,92.11,39.73,79.46,79.46,35.43,70.86,70.86,30.11,60.22,60.22,24.79,49.59,49.59,29.18,58.36,58.36
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,8,days,8,days,18,59,49,98,98,41.45,82.9,82.9,36.6,73.21,73.21,30.7,61.4,61.4,25.39,50.78,50.78,29.88,59.77,59.77
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,9,days,9,days,18,59,46.05,92.11,92.11,44.33,88.65,88.65,38.38,76.77,76.77,31.88,63.77,63.77,26.57,53.13,53.13,31.27,62.54,62.54
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,10,days,10,days,18,59,48.41,96.83,96.83,46.05,92.11,92.11,40.15,80.3,80.3,32.48,64.96,64.96,27.15,54.31,54.31,31.96,63.92,63.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,11,days,11,days,18,59,50.78,101.56,101.56,47.78,95.56,95.56,41.93,83.86,83.86,33.66,67.31,67.31,27.75,55.5,55.5,32.66,65.32,65.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,12,days,12,days,18,59,53.73,107.46,107.46,50.66,101.31,101.31,43.69,87.39,87.39,34.24,68.49,68.49,28.94,57.87,57.87,34.06,68.11,68.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,13,days,13,days,18,59,56.69,113.37,113.37,52.39,104.78,104.78,44.29,88.58,88.58,35.43,70.86,70.86,29.53,59.06,59.06,34.76,69.52,69.52
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,14,days,14,days,18,59,59.05,118.09,118.09,54.69,109.38,109.38,46.05,92.11,92.11,36.6,73.21,73.21,30.11,60.22,60.22,35.44,70.88,70.88
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,15,days,15,days,18,59,60.82,121.64,121.64,55.84,111.67,111.67,48.41,96.83,96.83,37.2,74.4,74.4,31.3,62.59,62.59,36.83,73.67,73.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,16,days,16,days,18,59,61.99,123.99,123.99,57.56,115.13,115.13,49,98,98,38.38,76.77,76.77,36.6,73.21,73.21,43.08,86.16,86.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,17,days,17,days,18,59,64.35,128.71,128.71,59.3,118.6,118.6,50.78,101.56,101.56,38.97,77.94,77.94,37.2,74.4,74.4,43.78,87.57,87.57
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,18,days,18,days,18,59,75.58,151.15,151.15,61.03,122.05,122.05,51.96,103.91,103.91,40.74,81.49,81.49,38.38,76.77,76.77,45.18,90.35,90.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,19,days,19,days,18,59,77.35,154.7,154.7,62.18,124.35,124.35,53.73,107.46,107.46,41.93,83.86,83.86,38.97,77.94,77.94,45.87,91.74,91.74
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,20,days,20,days,18,59,79.12,158.24,158.24,63.89,127.79,127.79,54.33,108.65,108.65,42.51,85.02,85.02,40.15,80.3,80.3,47.25,94.51,94.51
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,21,days,21,days,18,59,81.48,162.96,162.96,65.63,131.26,131.26,56.09,112.18,112.18,43.69,87.39,87.39,40.74,81.49,81.49,47.96,95.91,95.91
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,22,days,22,days,18,59,83.84,167.68,167.68,67.36,134.71,134.71,57.27,114.55,114.55,44.29,88.58,88.58,41.93,83.86,83.86,49.35,98.7,98.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,23,days,23,days,18,59,85.61,171.23,171.23,69.08,138.17,138.17,59.05,118.09,118.09,45.46,90.91,90.91,42.51,85.02,85.02,50.03,100.06,100.06
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,24,days,24,days,18,59,87.98,175.96,175.96,70.8,141.6,141.6,60.23,120.46,120.46,46.05,92.11,92.11,43.69,87.39,87.39,51.42,102.85,102.85
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,25,days,25,days,18,59,89.75,179.49,179.49,72.54,145.08,145.08,61.99,123.99,123.99,47.24,94.47,94.47,44.29,88.58,88.58,52.13,104.25,104.25
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,26,days,26,days,18,59,91.53,183.05,183.05,74.26,148.53,148.53,62.59,125.18,125.18,48.41,96.83,96.83,46.05,92.11,92.11,54.2,108.4,108.4
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,27,days,27,days,18,59,93.29,186.58,186.58,75.99,151.98,151.98,64.35,128.71,128.71,49,98,98,47.24,94.47,94.47,55.6,111.19,111.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,28,days,28,days,18,59,96.24,192.48,192.48,77.71,155.42,155.42,65.54,131.08,131.08,50.19,100.37,100.37,48.41,96.83,96.83,56.98,113.96,113.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,29,days,29,days,18,59,99.19,198.39,198.39,79.45,158.89,158.89,67.31,134.62,134.62,50.78,101.56,101.56,49,98,98,57.67,115.34,115.34
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,30,days,30,days,18,59,101.55,203.11,203.11,82.32,164.64,164.64,69.08,138.17,138.17,52.55,105.09,105.09,50.78,101.56,101.56,59.77,119.54,119.54
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,31,days,31,days,18,59,104.51,209.02,209.02,84.05,168.1,168.1,70.85,141.69,141.69,53.73,107.46,107.46,51.96,103.91,103.91,61.15,122.3,122.3
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,32,days,32,days,18,59,107.46,214.92,214.92,86.93,173.87,173.87,72.63,145.26,145.26,55.5,111,111,52.55,105.09,105.09,61.84,123.69,123.69
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,33,days,33,days,18,59,109.83,219.66,219.66,88.65,177.3,177.3,74.39,148.78,148.78,56.09,112.18,112.18,54.33,108.65,108.65,63.94,127.88,127.88
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,34,days,34,days,18,59,112.78,225.55,225.55,90.38,180.76,180.76,76.16,152.33,152.33,57.86,115.72,115.72,55.5,111,111,65.32,130.65,130.65
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,35,days,35,days,18,59,115.14,230.27,230.27,93.26,186.53,186.53,77.94,155.87,155.87,59.05,118.09,118.09,56.09,112.18,112.18,66.02,132.03,132.03
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,36,days,42,days,18,59,136.98,273.96,273.96,116.28,232.57,232.57,98.01,196.02,196.02,77.35,154.7,154.7,74.39,148.78,148.78,87.56,175.11,175.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,43,days,49,days,18,59,150.56,301.13,301.13,126.65,253.29,253.29,111,222.01,222.01,84.44,168.87,168.87,82.67,165.33,165.33,97.29,194.59,194.59
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,50,days,56,days,18,59,172.41,344.82,344.82,139.89,279.77,279.77,119.27,238.54,238.54,93.29,186.58,186.58,89.75,179.49,179.49,105.63,211.25,211.25
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,57,days,63,days,18,59,181.85,363.7,363.7,147.95,295.9,295.9,129.9,259.8,259.8,103.33,206.65,206.65,99.78,199.56,199.56,117.44,234.88,234.88
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,64,days,70,days,18,59,198.98,397.95,397.95,161.19,322.38,322.38,141.7,283.41,283.41,109.83,219.66,219.66,104.51,209.02,209.02,123.01,246.01,246.01
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,71,days,77,days,18,59,219.06,438.12,438.12,166.37,332.74,332.74,156.47,312.94,312.94,121.04,242.08,242.08,116.32,232.64,232.64,136.91,273.81,273.81
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_200_Excess,78,days,84,days,18,59,222.6,445.19,445.19,169.83,339.67,339.67,160.01,320.03,320.03,129.9,259.8,259.8,124.59,249.17,249.17,146.63,293.26,293.26
